film_id,year,length,budget,votes,genre,rating
26548,1966,120,11.3,203,Drama,3.6
26549,2000,106,13.7,13,Action,4.5
26550,1996,85,10.1,16,Action,3
26551,1948,68,10.1,19,Comedy,8.3
26552,1982,103,9.6,160,Comedy,4.2
26553,1990,95,12.4,52,Action,3.8
26554,2000,141,9.2,20,Comedy,3
26555,1960,167,11,33,Drama,4.4
26556,2003,86,14.5,7,Action,2.7
26557,2002,99,8.5,1311,Action,4.1
26558,1980,102,9.3,25,Action,3.1
26559,1990,92,12.5,16,Comedy,2.2
26560,1915,33,13.2,102,Comedy,7.4
26561,1975,85,12,31,Drama,5.2
26562,1939,9,10.8,18,Animation,7.3
26563,1943,75,9.4,74,Comedy,5.4
26564,1989,95,12.3,27,Action,2.6
26565,1954,92,16.3,30,Romance,5.5
26566,1943,62,17.1,16,Action,7.7
26567,2002,102,10,29,Drama,4.4
26568,2000,100,12.8,78,Comedy,2.7
26569,1994,,14.5,196,Comedy,3.4
26570,1971,85,17,304,Comedy,8.6
26571,1992,174,6.4,156,Action,5.7
26572,1986,97,7.1,217,Drama,4
26573,1948,145,9.5,268,Drama,3.6
26574,1942,91,11.2,81,Drama,3
26575,1917,138,15.6,56,Drama,4.3
26576,2002,103,13.7,10,Comedy,5.1
26577,1968,108,11.4,68,Drama,4.7
26578,1973,110,11.6,17,Drama,4
26579,1938,10,6.1,6,Short,8
26580,1996,10,14.1,17,Short,8.5
26581,1990,97,10.9,15,Drama,3.8
26582,1992,94,10.5,46,Action,3.7
26583,2004,85,13.6,30,Documentary,7.9
26584,1987,91,11.5,46,Comedy,8.3
26585,2001,140,11,39,Comedy,8.3
26586,1970,102,11.5,361,Drama,3.9
26587,1997,10,12.3,28,Drama,7.9
26588,2003,9,11.1,8,Animation,4.4
26589,1996,80,13.1,19,Action,5.5
26590,1957,90,13.8,18,Comedy,7.9
26591,1999,101,16.4,26,Documentary,8.4
26592,1957,79,10.8,23,Action,4.9
26593,2001,91,11.3,5514,Comedy,2.3
26594,1941,7,13.7,10,Animation,8.2
26595,2000,108,10.3,563,Drama,3.7
26596,1971,114,14.4,62,Drama,4.3
26597,1972,88,8.1,958,Action,3.8
26598,1953,88,9.2,32,Drama,5.1
26599,1955,90,10.4,19,Drama,3.6
26600,1967,90,12.3,9,Action,3.8
26601,1950,65,9.3,5,Comedy,4
26602,1950,62,12.7,5,Comedy,7.9
26603,1946,70,11.2,6,Comedy,3.4
26604,1976,110,11.5,23,Drama,4.6
26605,1942,63,14.9,23,Drama,3.6
26606,2001,98,12,1937,Comedy,4.7
26607,1990,102,8.7,8136,Comedy,5
26608,1999,93,10.5,681,Drama,4.2
26609,1996,80,12.3,2169,Comedy,8.1
26610,1983,60,13.2,81,Drama,4.7
26611,1996,89,13,137,Drama,2.6
26612,1997,99,13.5,28,Comedy,1.9
26613,1968,89,11.3,19,Action,3.1
26614,1985,79,12.1,151,Action,5.5
26615,1986,97,9.6,26,Drama,5
26616,1997,96,11.7,72,Comedy,7.1
26617,1965,91,9.3,9,Comedy,5.2
26618,1993,92,12.6,49,Comedy,4.1
26619,1994,15,10.4,6,Drama,8.1
26620,1933,52,14.1,9,Comedy,7.6
26621,1985,110,12.9,6,Drama,3
26622,1921,110,10,28,Drama,4.5
26623,2004,92,8.2,129,Documentary,4.6
26624,1952,8,15,53,Animation,8
26625,1965,10,17.2,31,Animation,7.8
26626,1989,165,18.5,30,Action,8
26627,1998,21,17,17,Short,7.7
26628,1976,28,16.5,10,Drama,7.8
26629,2004,3,11.2,5,Comedy,8.1
26630,1966,85,9.4,27,Documentary,8.2
26631,2002,56,9.2,26,Documentary,8.1
26632,1965,96,12.6,170,Comedy,7.1
26633,1996,90,17.5,34,Documentary,8.4
26634,2000,10,15.6,21,Animation,4
26635,1946,7,13.3,21,Animation,7.8
26636,1980,88,11.5,7,Action,4.5
26637,1988,60,14.8,17,Documentary,8
26638,1989,119,12.4,31,Documentary,8.3
26639,2000,105,13.9,35,Action,5.1
26640,2004,92,13.1,5,Action,6.1
26641,1949,96,14.4,42,Comedy,8.1
26642,1992,,12.2,13,Documentary,8.5
26643,1959,126,3.5,142,Action,2.2
26644,2002,116,14.6,8952,Drama,6.1
26645,1979,87,13.6,8,Comedy,8.2
26646,1990,55,11.6,6,Documentary,7.8
26647,1955,82,17.8,17,Comedy,8.2
26648,1969,92,14.5,255,Drama,3.7
26649,1987,100,11.9,33,Drama,4.6
26650,1949,81,9.3,8,Action,4.4
26651,2002,25,4.6,12,Short,8.1
26652,1999,84,9.7,33,Drama,4.4
26653,1949,81,11.1,18,Drama,5.1
26654,1945,79,9,83,Drama,3.1
26655,1940,94,10.9,81,Drama,4.5
26656,1948,19,9.7,121,Animation,3
26657,1998,110,13.6,6,Action,3
26658,1998,13,13.2,12,Comedy,7.8
26659,1988,91,10.5,969,Comedy,8.2
26660,1948,102,12.4,422,Drama,1.6
26661,1969,94,7.2,25,Documentary,3.8
26662,1943,97,15.3,52,Drama,3.8
26663,1956,84,10.7,45,Action,4.5
26664,1963,103,14.5,65,Drama,3.8
26665,1984,90,12.4,2505,Comedy,8.3
26666,1954,85,16.5,52,Action,8.1
26667,1944,79,13,10,Comedy,3.6
26668,1942,107,13.8,235,Action,4
26669,2003,87,9.5,8125,Action,8.4
26670,2000,80,13.3,17,Drama,4.7
26671,1975,94,13.1,34,Drama,4.5
26672,1986,77,14.1,111,Comedy,9
26673,2002,37,9.2,22,Drama,7.9
26674,1945,112,12.7,12,Drama,3.5
26675,1971,111,11.6,1052,Drama,4.6
26676,2000,75,12.1,26,Drama,3.9
26677,1954,110,14.9,1475,Action,2.1
26678,1989,94,14.7,1038,Drama,2.1
26679,1949,92,18,19,Drama,4.2
26680,1979,100,9.7,38,Drama,3.5
26681,1969,25,12.4,37,Drama,8.3
26682,1995,96,10.9,8258,Action,3.5
26683,1996,,10.3,26,Action,4
26684,1961,88,12.5,13,Drama,4.9
26685,1947,96,13.7,70,Drama,5.3
26686,1950,78,13.8,6,Drama,4.7
26687,1966,87,13.3,56,Action,3.6
26688,2002,13,10.9,11,Comedy,7.3
26689,1966,83,13,25,Action,4.1
26690,1958,84,10.2,6,Drama,4
26691,1998,96,14.4,233,Action,3.3
26692,1938,8,11.2,7,Animation,7.5
26693,1991,121,15.2,1332,Comedy,8.4
26694,1949,76,16.9,35,Drama,4.6
26695,1991,97,6.6,594,Comedy,4.8
26696,1966,102,6.6,16,Drama,4.2
26697,1987,90,11.4,10,Comedy,7.6
26698,1974,87,16.9,6,Drama,3.5
26699,1957,80,10.3,200,Action,3.8
26700,1957,80,9.9,15,Drama,3.8
26701,1990,114,14.5,5,Action,2.5
26702,1989,54,9.6,5,Action,1.4
26703,1967,100,10.4,17,Action,3.3
26704,1993,90,13.7,111,Action,4
26705,1996,96,10.4,553,Drama,4.1
26706,2004,97,10.2,955,Comedy,8.3
26707,1992,103,12.5,204,Action,3.9
26708,2003,180,15.1,5,Action,3.7
26709,1970,159,7.9,10,Action,3.1
26710,1998,102,10.8,117,Action,4.3
26711,1978,112,12.2,42,Action,3.7
26712,1999,90,18.9,105,Action,7.5
26713,2003,13,6.8,28,Animation,4.4
26714,2002,86,15.9,7,Comedy,7.6
26715,1979,110,10.2,5,Action,3.7
26716,1991,108,12.9,127,Comedy,7.3
26717,1957,126,12.2,169,Drama,4.4
26718,1987,97,13.9,35,Drama,4.3
26719,1967,94,11.1,120,Comedy,8
26720,1978,82,17.3,23,Comedy,8
26721,2001,104,14.4,288,Drama,4.9
26722,1968,81,13.5,38,Action,4.7
26723,1960,100,10,10,Drama,4.5
26724,2001,90,7.1,32,Action,5.3
26725,1984,91,15.4,6,Comedy,8
26726,1963,165,13.4,21,Documentary,7.8
26727,2001,105,13.3,122,Drama,3.3
26728,1990,11,13.2,18,Short,8.2
26729,1964,94,9.4,10,Comedy,5.2
26730,1998,90,10.7,34,Comedy,7.3
26731,2000,88,14.1,6,Drama,4.7
26732,1943,7,15.7,8,Animation,8.8
26733,1998,12,12.3,13,Animation,7.6
26734,2001,95,16.1,38,Action,8.1
26735,2002,110,14,12,Comedy,4.1
26736,1949,96,14.9,117,Action,5.4
26737,1946,124,10.7,254,Drama,4.7
26738,1996,98,11.9,15,Comedy,7.5
26739,2003,85,10.5,13,Documentary,7.6
26740,1994,100,10.6,72,Action,4.7
26741,2002,82,14.6,810,Animation,2.8
26742,1957,81,12,8,Drama,3
26743,1994,130,11.2,30,Documentary,8.5
26744,1976,116,11.8,204,Drama,4.4
26745,1970,97,10.4,26,Drama,5.2
26746,1973,120,10.9,250,Drama,6.2
26747,1993,115,9,24,Action,3.4
26748,1995,121,7.3,10,Drama,4.5
26749,1980,75,7.3,45,Drama,4.2
26750,1936,10,11.4,9,Documentary,7.9
26751,2003,85,16.6,243,Comedy,7.7
26752,1977,12,11.8,7,Short,8.4
26753,1974,94,10.4,11,Comedy,7.3
26754,1998,30,12,47,Short,7.5
26755,1988,113,10.1,12,Drama,4.3
26756,2003,88,13.7,8,Drama,3.4
26757,1973,82,11.8,48,Action,5.5
26758,1973,97,11.1,25,Action,3.6
26759,1983,97,12.3,6,Drama,2
26760,1998,,10.6,53,Drama,2
26761,1970,,15.4,27,Comedy,8.1
26762,1977,99,10.5,76,Comedy,8.6
26763,1980,9,10.6,6,Short,7.7
26764,1982,114,11.8,13,Drama,3.8
26765,1955,98,10,7,Comedy,8.6
26766,1936,90,17.2,5,Action,8.5
26767,1938,73,8.2,5,Comedy,3.2
26768,2000,162,13.7,85,Action,3.9
26769,2004,96,7.4,21,Comedy,5.5
26770,1993,89,8.1,281,Comedy,4
26771,1976,75,12.1,20,Drama,4.4
26772,2001,90,11.7,9,Comedy,3
26773,1985,119,14.7,155,Comedy,8.2
26774,1993,108,9.9,497,Action,3.2
26775,2002,23,8.5,6,Drama,4.2
26776,1973,87,15.6,34,Drama,1.9
26777,2001,98,11.2,4508,Comedy,8
26778,1949,99,17.1,5,Action,7.9
26779,1969,95,10.7,8,Drama,5.1
26780,1982,80,12.1,12,Documentary,8
26781,1976,95,14.2,249,Comedy,7.5
26782,1994,94,18.1,28,Action,7.5
26783,1958,102,12.8,12,Action,4.4
26784,1975,90,11.6,5,Action,3.9
26785,1996,50,13.2,7,Animation,5.2
26786,1976,94,13,17,Comedy,8.2
26787,1963,110,16.6,23,Action,3.7
26788,1997,108,10.6,110,Drama,5
26789,1964,94,10.7,733,Drama,5
26790,1993,112,10.4,39,Action,3.8
26791,1973,87,6.7,24,Action,4.5
26792,1934,65,14.3,25,Drama,3.4
26793,2001,105,13.5,5,Documentary,8.3
26794,1979,95,12.8,10,Comedy,7.5
26795,1977,93,11.6,15,Drama,3
26796,2001,,12.7,86,Documentary,8.3
26797,1943,68,14.9,360,Drama,4.8
26798,1975,100,12.4,33,Action,4.4
26799,1951,87,11.2,11,Drama,4.4
26800,1968,100,2.2,15,Action,2.4
26801,2002,28,10.6,8,Short,8.2
26802,1977,95,15.3,6,Documentary,8.1
26803,1972,93,11.4,7,Drama,5.8
26804,2003,10,14.2,5,Drama,7.6
26805,1974,79,3.6,22,Documentary,3.6
26806,1946,80,12.4,6,Action,4.8
26807,1942,81,12.7,70,Drama,4.6
26808,1995,91,10.8,228,Drama,2.7
26809,2000,96,13.5,155,Drama,4.9
26810,1985,101,11.2,903,Action,6.5
26811,1989,10,11.9,6,Short,7.7
26812,1971,10,14.2,13,Short,8
26813,1957,60,13.9,6,Drama,3.5
26814,2004,125,3.8,7,Comedy,4.2
26815,1968,101,11.5,117,Drama,5.9
26816,1988,93,16.6,14,Action,8.1
26817,1967,82,11.3,127,Action,4.3
26818,1959,132,13.4,1669,Action,4.7
26819,1989,100,13.6,88,Action,4.1
26820,1959,94,16.1,19,Action,8.4
26821,1962,83,9.6,124,Action,4.9
26822,1930,120,9.9,22,Drama,4.3
26823,1959,126,14.2,180,Drama,5.5
26824,2001,93,17.5,59,Action,8
26825,2002,79,11.7,184,Documentary,7.7
26826,1994,26,8.3,6,Documentary,8.1
26827,1990,6,14.6,7,Animation,8.3
26828,1982,106,16.3,12,Drama,3.9
26829,2001,82,10.4,56,Documentary,8.1
26830,1975,99,10.8,5,Drama,4.5
26831,1960,96,14.5,128,Drama,2.6
26832,2004,105,13.9,11,Drama,4.3
26833,1967,91,16.5,8,Drama,4.3
26834,1983,102,11.7,49,Drama,4.8
26835,2000,10,10.4,21,Short,8.1
26836,1993,139,11.8,4306,Drama,5.2
26837,2001,97,8.5,8132,Action,2.8
26838,1939,11,12.1,5,Comedy,8.6
26839,1995,24,11.7,13,Animation,6.4
26840,1985,94,13.3,28,Drama,3.6
26841,1938,90,11.9,68,Comedy,7.5
26842,1984,93,11.7,130,Comedy,5.6
26843,2003,85,11.6,5,Comedy,7.7
26844,2002,120,8.1,5,Action,4.4
26845,1977,92,12.8,45,Action,2.5
26846,1996,93,16.6,341,Drama,3.1
26847,1989,96,14.9,8,Action,4.2
26848,1999,86,5.4,15,Drama,3.5
26849,1983,88,9,157,Comedy,5.5
26850,2003,,11.2,60,Drama,5.2
26851,1990,95,11.2,1385,Drama,3.3
26852,2000,104,12.9,24,Romance,3.8
26853,2000,76,10.2,201,Action,3.4
26854,2003,92,9.5,2541,Action,3.5
26855,2003,95,14.4,473,Action,5
26856,1973,102,9.5,27,Drama,3.9
26857,1961,91,14,8,Drama,3.8
26858,2001,115,12.6,591,Drama,5
26859,1983,,15.5,15,Comedy,8.6
26860,1939,,10.5,277,Drama,4.1
26861,1956,100,6.2,196,Action,4.4
26862,1977,100,12.1,253,Drama,6.5
26863,1954,103,11.6,31,Romance,3.6
26864,2000,100,10.8,34,Action,4.7
26865,1998,98,12.4,1111,Drama,3.8
26866,1952,102,10.3,6,Drama,3.5
26867,1996,123,17.2,2238,Drama,3.6
26868,1996,91,8.9,47,Drama,3.2
26869,1916,300,14.4,54,Action,4.7
26870,1963,104,9.2,54,Action,4.5
26871,1995,96,15.9,9979,Action,8
26872,1939,90,17.4,33,Comedy,7.5
26873,1938,78,10.1,36,Comedy,3
26874,1934,81,13.9,148,Comedy,8.2
26875,1949,91,9.7,21,Comedy,2.9
26876,1996,98,14.5,57,Action,7.7
26877,1935,8,11.8,10,Animation,7.8
26878,1989,85,7.9,33,Drama,3.7
26879,1995,31,13.6,41,Drama,7.6
26880,1988,93,14.2,30,Action,4.7
26881,2001,105,13.4,106,Drama,4.1
26882,1993,110,3.8,2552,Action,4.6
26883,1961,186,12.2,3336,Drama,4.6
26884,1988,92,12.2,102,Drama,4.9
26885,1986,102,15,32,Action,2.6
26886,1994,100,14,104,Action,5
26887,1966,109,10.7,28,Drama,5.5
26888,1978,125,13.6,11,Drama,3.2
26889,1914,61,12.8,47,Drama,4.1
26890,1999,93,13,448,Drama,4.2
26891,1964,60,8.3,17,Action,3.9
26892,1995,12,10,7,Short,8.1
26893,2000,40,10,7,Documentary,8.6
26894,2000,89,12.9,55,Drama,3.8
26895,1990,,8.5,7,Action,1.8
26896,2003,115,9.9,39,Drama,3.5
26897,2001,93,15.7,9,Documentary,7.7
26898,2001,96,14.4,54,Drama,5.2
26899,1975,85,7.8,8,Comedy,3.1
26900,2002,93,12.5,28,Comedy,7.8
26901,2004,95,9.8,38,Comedy,4.4
26902,1967,94,11.7,7,Comedy,8.3
26903,1985,102,7.6,6,Action,3.4
26904,1989,104,15.9,5,Action,8.5
26905,2004,103,11,18,Comedy,4.1
26906,1957,85,7.1,66,Comedy,5.3
26907,1982,100,17,22,Action,4.3
26908,1976,128,10,141,Drama,4.8
26909,1960,94,8.1,19,Drama,3.7
26910,1977,88,8.4,5,Action,2.8
26911,2003,91,14.7,5,Action,8.2
26912,1936,64,11.3,16,Action,3.9
26913,1974,109,15.4,602,Action,7.7
26914,1958,9,10.3,7,Animation,4.7
26915,1953,84,8.5,30,Drama,3.6
26916,1996,88,10.4,23,Drama,3.4
26917,1966,80,9.3,10,Drama,4
26918,1994,95,10,37,Action,4.3
26919,1937,101,8.8,20,Drama,4.7
26920,1956,103,16.5,7,Drama,2
26921,1999,78,10,427,Comedy,3.1
26922,1996,47,8.6,8,Action,3.4
26923,2004,115,5,75,Action,4.7
26924,1998,88,12.2,12,Action,4.1
26925,1978,107,8.9,1861,Action,7.4
26926,1994,99,5.3,4628,Action,4.1
26927,1992,95,13,1428,Action,5.8
26928,1942,7,16,7,Animation,7.9
26929,1942,90,13.6,48,Drama,5.6
26930,1947,68,20.8,21,Comedy,7.9
26931,1989,10,11.5,30,Animation,8.4
26932,2002,67,13.8,23,Romance,4.6
26933,2000,95,13.2,69,Drama,3.7
26934,1974,120,11.7,19,Action,3.6
26935,1976,87,16.9,32,Comedy,8.3
26936,1962,105,11.1,3651,Drama,4.4
26937,1977,118,16.8,1058,Drama,4.3
26938,1991,86,12.2,152,Comedy,2.7
26939,1981,99,14,10,Comedy,7.7
26940,1948,99,10.9,96,Comedy,7.4
26941,1962,,11,23,Comedy,7.7
26942,1997,84,9.8,471,Comedy,4.2
26943,1988,97,10.9,16,Drama,4.6
26944,1979,,12.1,5,Documentary,8.7
26945,2000,100,12.7,25,Drama,4.5
26946,1956,99,11.9,156,Action,5.3
26947,1975,145,15.9,9,Drama,4
26948,1982,100,13.6,16,Drama,2.6
26949,2001,94,15.5,71,Drama,3.9
26950,2002,118,10.4,190,Drama,2.7
26951,1999,102,9.3,20,Action,5.5
26952,1977,90,8.2,17,Comedy,3.9
26953,1999,101,11.2,1037,Drama,3.5
26954,2001,100,14.7,118,Drama,2.5
26955,1974,90,10.7,6,Comedy,8
26956,1950,100,14.9,26,Drama,4.3
26957,1977,,15.4,27,Action,4.5
26958,1950,106,9.1,86,Drama,4.9
26959,1953,120,13.6,1094,Drama,4.9
26960,1970,117,9.4,194,Drama,2.7
26961,1996,124,11.1,148,Drama,2.9
26962,2004,85,11,9,Action,5.1
26963,1995,104,12.4,14874,Action,7.9
26964,1978,99,10.3,12,Drama,5.3
26965,1959,90,10.1,28,Comedy,8
26966,1999,11,11.5,15,Drama,8.1
26967,1955,77,9.8,14,Drama,4.2
26968,2001,97,12.9,364,Comedy,4.9
26969,1937,85,9.4,11,Comedy,4.5
26970,1997,124,9.2,33,Comedy,5.1
26971,1986,100,13.9,4125,Action,5
26972,1955,7,13.9,45,Animation,8.2
26973,1992,107,9.6,139,Drama,3.9
26974,1984,7,6.7,36,Animation,2.9
26975,1952,96,8.2,138,Comedy,3.9
26976,1955,91,8.3,20,Comedy,4.8
26977,2002,94,7.8,8,Action,4.6
26978,1996,25,8.8,6,Short,7.6
26979,1947,60,16.2,5,Action,8.2
26980,1948,96,5.8,225,Comedy,2.9
26981,2004,9,11.7,18,Drama,8.2
26982,2001,114,12.5,27,Documentary,8.2
26983,1998,107,13.4,65,Drama,3.9
26984,1975,90,15.2,181,Action,3.5
26985,1969,95,8.5,10,Drama,4.8
26986,1999,90,17.1,16,Action,8.6
26987,1970,95,10.9,12,Comedy,8
26988,1971,62,13.1,33,Action,2.9
26989,1988,84,14.6,56,Action,4.7
26990,1988,106,11.5,9,Drama,6.5
26991,2000,146,9.6,44,Action,5.5
26992,1997,105,13.4,2203,Comedy,8.6
26993,1989,85,15.1,10,Action,3.7
26994,1942,108,7.3,293,Action,4.5
26995,2003,72,6.9,764,Animation,4.1
26996,1967,78,9.3,9027,Animation,5.4
26997,1994,111,9.2,1692,Romance,3.2
26998,1998,89,9,26,Action,4.2
26999,1933,63,14.5,9,Drama,3.7
27000,1945,63,14.8,20,Action,4.6
27001,1960,67,11.5,20,Documentary,8.5
27002,1943,8,17.7,44,Animation,7.8
27003,1953,167,12.4,8,Action,4
27004,1991,132,13.5,2829,Drama,3.9
27005,1954,64,17.5,27,Comedy,8.2
27006,1948,62,11.7,54,Action,5
27007,1936,232,11.4,13,Action,3.6
27008,1948,71,10.3,46,Action,4
27009,1952,65,11,31,Action,5.6
27010,1950,69,16.6,28,Action,8.2
27011,1938,8,18.1,20,Animation,8
27012,1941,63,6.2,8,Action,3.7
27013,1954,68,15.4,19,Action,7.5
27014,1951,66,15.1,29,Action,2.6
27015,1955,70,10.3,22,Action,5
27016,1948,71,10.4,5,Drama,3.6
27017,1936,85,11.1,22,Action,3.9
27018,1945,219,10.6,5,Action,3.6
27019,1929,7,13.6,8,Animation,8.4
27020,1952,73,10.4,19,Action,2.9
27021,1993,73,7.7,117,Animation,4.4
27022,1996,72,10.8,81,Animation,2.6
27023,1961,139,15.7,31,Comedy,5
27024,1995,90,8.8,49,Action,4.2
27025,2002,92,8.6,39,Drama,4.5
27026,1940,88,11.2,57,Drama,2.6
27027,1991,116,8.4,25,Comedy,4.5
27028,1985,80,11.6,57,Action,3.9
27029,1994,109,14,6293,Comedy,7.9
27030,1972,100,13.7,481,Comedy,2.9
27031,1940,240,9.9,16,Drama,4.1
27032,1942,225,9.8,8,Action,4.7
27033,1978,37,14.7,36,Short,7.5
27034,1945,94,11.3,43,Comedy,8
27035,2004,92,12.3,57,Action,4.5
27036,1949,9,12.2,40,Short,7.9
27037,1990,78,11.8,108,Drama,3.4
27038,1995,105,10.8,19,Animation,4.8
27039,2000,23,15.1,6,Comedy,7.9
27040,1997,4,9.8,9,Animation,5.4
27041,1996,,9.9,14,Short,8.2
27042,1993,21,8,51,Animation,4.5
27043,1930,85,12.4,212,Drama,4.3
27044,1978,141,13,45,Action,2.1
27045,1996,18,9.3,6,Short,7.7
27046,2004,111,12.1,101,Comedy,5
27047,1984,79,10.8,24,Documentary,8.1
27048,1955,95,12,78,Comedy,2.8
27049,1995,87,12.7,49,Documentary,7.9
27050,1987,90,13,5,Drama,5.9
27051,1996,3,17.5,16,Animation,7.7
27052,1993,127,19.1,57473,Action,7.8
27053,2001,92,12,20690,Action,5.4
27054,2001,83,13.1,6,Action,3.4
27055,1996,95,11.1,274,Comedy,4.4
27056,1996,118,13.2,2920,Drama,3.4
27057,1995,88,14.9,1978,Comedy,7.8
27058,1980,30,11,9,Short,7.9
27059,1995,107,14.8,11,Action,4.5
27060,1969,93,16.3,5,Action,8.4
27061,1952,79,10.1,7,Comedy,7.9
27062,2002,90,10,6,Comedy,4.5
27063,1992,92,14.1,130,Drama,5.8
27064,1938,70,7.9,60,Comedy,5.1
27065,1988,83,10.9,45,Comedy,8.4
27066,1981,90,9.1,144,Action,5.2
27067,1986,110,14.2,158,Drama,4
27068,2001,95,11.7,52,Action,3.6
27069,1995,102,14.4,3743,Drama,5.4
27070,1932,7,8.1,44,Animation,8.5
27071,1953,7,12.4,24,Animation,8
27072,1994,95,13.6,21,Action,3.4
27073,1996,99,18.1,36,Comedy,7.3
27074,1930,109,13.4,94,Action,5
27075,2004,92,11,11,Comedy,7.6
27076,1999,9,12.5,23,Action,7.7
27077,2002,26,12.8,5,Documentary,7.7
27078,1992,105,9.8,107,Comedy,4.5
27079,1995,84,12.4,55,Comedy,4.3
27080,1999,97,12.7,436,Comedy,8.2
27081,1998,80,15.2,15,Drama,4.9
27082,2003,95,14.7,5954,Comedy,4.4
27083,1930,7,12.8,7,Animation,7.9
27084,1957,86,9.2,38,Comedy,2.9
27085,1919,13,9.7,11,Comedy,8.2
27086,1974,9,10.2,11,Short,7.3
27087,2000,88,12.3,73,Comedy,7.9
27088,1998,8,12.5,41,Short,8.1
27089,1999,111,9.5,242,Comedy,5.5
27090,1985,100,9.4,1560,Comedy,3.4
27091,1965,7,11.4,17,Animation,7.9
27092,2000,8,13.1,10,Comedy,7.6
27093,1980,112,16,87,Comedy,3.3
27094,1952,90,9.8,21,Comedy,4.8
27095,2001,93,10.8,2212,Comedy,7.8
27096,1999,76,13.2,21,Documentary,7.8
27097,1940,72,13.4,8,Comedy,7.4
27098,1997,102,18.2,363,Comedy,7.6
27099,1979,93,12.8,149,Comedy,8
27100,2004,20,11.5,31,Short,8.3
27101,2002,97,9.4,79,Drama,3.9
27102,1931,66,11.5,22,Comedy,5.8
27103,1932,8,16.7,12,Animation,8.1
27104,2002,89,18.5,400,Comedy,8.2
27105,1999,102,11.7,280,Comedy,4.4
27106,2003,95,9.7,7,Documentary,7.7
27107,1963,72,12.4,9,Comedy,8.1
27108,1952,104,14.8,58,Drama,4.1
27109,1968,81,17.4,51,Action,3.9
27110,1996,16,7.3,6,Drama,8.1
27111,1997,95,8.9,28,Comedy,4.2
27112,1999,115,10.5,610,Comedy,6.2
27113,1984,94,11.7,135,Comedy,7.4
27114,1971,100,14.5,47,Action,4
27115,2003,80,13,27,Action,3.5
27116,1989,98,10.6,8,Action,5.2
27117,1950,95,9.3,20,Drama,4.1
27118,1967,90,12.4,10,Action,4.2
27119,1972,120,9.9,19,Drama,4.6
27120,1935,95,14.9,5,Action,3.4
27121,1975,95,13.1,14,Action,3.8
27122,1992,101,13.9,47,Action,4
27123,1972,104,12.3,26,Action,3.6
27124,1975,91,12.6,12,Comedy,6.8
27125,1980,84,15.7,5,Action,8.5
27126,1995,89,12.2,25,Action,3
27127,1996,89,10.2,16,Romance,3.8
27128,1996,94,9,39,Action,2.2
27129,1995,113,12.4,17,Action,3.5
27130,1994,96,16.2,80,Comedy,7.7
27131,1993,,13.6,55,Drama,5.9
27132,1991,108,15.9,19,Comedy,8.4
27133,1967,84,13,8,Action,3.8
27134,2002,,16.2,27,Drama,3.3
27135,1937,82,15,18,Action,4.5
27136,1963,125,12.6,13,Action,4
27137,1973,144,10.8,6,Action,3
27138,1958,69,13.4,9,Action,3.6
27139,1966,90,9.6,5,Drama,4
27140,2004,66,14.7,6,Documentary,8
27141,2002,91,7.3,885,Comedy,4.8
27142,1999,113,14.4,530,Comedy,7.3
27143,1988,90,16.7,59,Comedy,8
27144,1989,100,12.2,51,Comedy,8
27145,1979,110,14.2,6,Drama,5
27146,1997,135,18.4,151,Action,7.4
27147,2002,85,11.8,13,Drama,3.8
27148,2002,140,7.9,8292,Drama,3.8
27149,1989,101,15.5,2227,Action,8.1
27150,2001,120,10.2,17235,Drama,2.7
27151,1992,102,13.3,889,Drama,3.2
27152,2004,65,13.8,37,Action,2.4
27153,1995,14,10,19,Comedy,7.5
27154,2003,25,10.5,9,Drama,7.8
27155,2002,138,8.7,31,Action,3.3
27156,1977,105,12.7,35,Action,3
27157,2003,100,8.1,65,Comedy,5
27158,1991,110,15.3,9,Action,3.9
27159,1959,,8,86,Romance,4
27160,2003,300,10.7,26,Action,3.8
27161,2005,126,14.2,33,Action,4.4
27162,2002,150,17.5,213,Drama,3.6
27163,1961,94,10.2,217,Action,4.5
27164,2001,86,8.9,117,Action,2.7
27165,2002,112,11.7,5,Drama,4.7
27166,1959,111,13.5,5,Action,5.3
27167,1995,86,9.8,20,Comedy,7.7
27168,1993,158,18,91,Comedy,4.5
27169,1976,177,11.2,119,Drama,3.3
27170,2001,210,12.3,808,Drama,4.6
27171,1920,67,11.9,3599,Drama,4.2
27172,1999,96,11.7,6,Drama,5.1
27173,1995,103,7.2,26,Drama,4.7
27174,2003,50,10.4,5,Action,3.3
27175,1999,94,12.1,54,Action,4.6
27176,1992,84,15,5,Action,4.2
27177,1992,,14.9,6,Action,5
27178,1967,79,14.1,55,Drama,4.4
27179,1969,,7.1,18,Action,4.5
27180,1999,,11.4,39,Comedy,3.8
27181,1988,88,12.9,18,Action,4.8
27182,2003,150,8.6,6,Drama,6
27183,1994,168,9.7,22,Action,4.1
27184,1999,110,13,497,Drama,4.7
27185,1991,80,11,54,Comedy,8.3
27186,1968,80,10.6,6,Action,4.3
27187,1956,89,8.5,21,Comedy,4.4
27188,1991,92,16,1751,Drama,4.2
27189,2002,129,11.6,25,Drama,4.7
27190,1980,162,9.1,3536,Drama,4
27191,1981,,12.1,12,Romance,4.8
27192,1959,107,14.4,79,Drama,4.1
27193,2001,96,11.4,9,Action,4.8
27194,1999,90,9.6,12,Drama,2.6
